BRISONr,BLUE,Trait,n_obs_modelo,n_genotipos_modelo,singular,status_modelo,Condition,Year,Location,Treatment,Nitrogen,Fungicide,Water,Trait_abbrev
BRISONr_44,160.13598559669683,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_45,140.22162025989098,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_46,140.4252449529725,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_47,147.08747183367265,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_48,149.40993287775953,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_49,144.8640487160892,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_5,165.28800648712476,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_50,141.8016055985298,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_51,143.18044391877604,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_52,156.03107947863543,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_53,160.51424246063877,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_54,148.61205638253864,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_55,153.48372584796263,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_56,147.67822799703615,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_57,142.7423195737515,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_58,149.97335019259444,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_59,153.9344328031282,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_6,159.98556793171167,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_60,140.77659570119806,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_61,142.75554063886625,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_62,159.82753031693625,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_63,153.95006072271266,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_64,167.23143409219526,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_65,149.60768747706666,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_66,146.2880307084902,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_67,148.93472421538755,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_68,150.6415699977759,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_69,147.04226263322653,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_7,150.0318301555019,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_70,147.5794581699399,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_71,148.26475661425752,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_72,149.66110823903875,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_73,152.54245671715765,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_74,142.4152375650077,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_75,132.43864101763165,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_76,154.25962570369813,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_77,137.11679361496144,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_78,138.6282348168974,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_79,151.6331052484733,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_8,149.11018117751505,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_80,161.22454038908614,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_81,146.06681900572244,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_82,134.96441131772755,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_83,149.40554056118006,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_84,135.06308564676456,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_85,164.89337252587168,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_86,148.8145589775712,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_87,147.2057831711342,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_88,150.20252474721204,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_89,151.14230091100137,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_9,148.5114319566363,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_90,150.8905686953043,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_91,141.94337866350028,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_92,130.77872563007125,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_93,138.98896651438255,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_94,139.41822140964214,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_95,154.2910062970426,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_96,150.4463793992804,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_97,129.81192529249918,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_98,143.34541245976345,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_99,152.9537449606878,Biomass,657,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,SDM
BRISONr_1,1462.700026423953,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_10,1813.4677495724977,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_100,1531.4620832431876,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_101,1578.9736690609548,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_102,1527.0467438972496,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_103,1708.3436266694662,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_104,1524.2931135188649,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_105,1742.4451152406568,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_106,1722.8894520433216,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_107,1471.1829553307177,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_108,1252.4544084011454,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_109,1573.6686115455627,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_11,1775.1180488235223,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_110,1440.6983992307707,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_111,1576.6101770117964,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_112,1185.780366265823,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_113,1396.8527893284486,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_114,1261.6475040258115,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_115,1685.9497356665652,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_116,1788.9741903820095,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_117,1567.7121934185702,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_118,1313.0405802702137,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_119,1382.4300222837921,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_12,1450.840694103254,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_120,1371.9007732536288,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_121,1560.1265660162192,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_122,1514.1943515885118,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_123,1431.7622116736768,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_124,1624.0664995087375,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_125,1752.7599757391522,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_126,1492.2966149018355,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_127,1459.7736573462198,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_128,1530.6020806211793,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_129,1501.6446517539016,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_13,1874.422939400808,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_130,1277.5367241074387,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_131,1141.2160564728997,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_132,1789.166294503132,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_133,1630.005904450818,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_134,1211.873659278523,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_135,1265.8973961651673,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_136,1506.1160375164038,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_137,1415.3482950820396,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_138,1427.3240425077167,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_139,1333.864830326628,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_14,1594.3627650944268,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_140,1178.2650207357506,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_141,1172.0049692403325,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_142,1299.8646076299365,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_143,1459.3459079444626,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_144,1201.7885644858923,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_145,1478.961444485458,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_146,1334.4569886585625,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_147,1412.2584022451317,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_148,1425.415041085006,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_149,1496.1307615902156,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_15,1649.1686221704458,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_150,1245.5670435089519,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_151,1483.9394671447913,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_152,1546.8494724061566,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_153,1459.3648838957922,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_154,1386.0847153782377,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_155,1257.0917186025745,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_156,1364.9898479544936,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_157,1484.03739245577,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_158,1437.7679772618878,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_159,1329.1735465911586,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_16,1505.6742352073045,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_160,1207.3653497602718,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_161,1246.817834916806,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_162,1451.5243203704822,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_163,1388.6216565236673,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_164,1280.2501029931277,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_165,1406.0940132610237,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_166,1380.9241317442966,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_167,1087.0613732263694,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_168,1121.3003980835774,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_169,1458.9201948192876,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_17,1599.3263827708618,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_170,1483.2187184893503,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_171,1319.339021021198,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_172,1174.1521461595996,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_173,892.7939643721796,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_174,905.9843907821389,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_175,721.1534912847046,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_176,1065.9657646502237,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_177,1474.1103737053998,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_178,1719.2786004926668,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_179,1727.0387618296302,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_18,1297.9452604755957,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_180,1505.981700809981,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_181,1616.6183111407377,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_182,1142.0821395837852,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_183,1611.7399113200395,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_184,1257.2231964406567,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_185,1454.567778319514,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_186,1976.6728298012017,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_187,1414.027614800873,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_188,1392.8709163465753,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_189,1734.0383478064516,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_19,1671.168908610563,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_190,939.8489740527654,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_191,1626.304610713359,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_192,1378.7035888886464,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_193,1395.0027073135225,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_194,1068.925931603792,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_195,970.3168721529634,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_196,1120.5068901796774,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_197,1146.4926346245065,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
BRISONr_198,1276.0379377151196,Grain,658,220,FALSE,lmer_ok,2015__KIE__LN_NF_RF,2015,KIE,LN_NF_RF,LN,NF,RF,GN
